 46.149246 33.519054 31.388546 0.9364389 0.72631854 20.113586 19.644444
 20.202185 17.512495 15.7667 0.90031147 0.86686146 8.062275 16.9
 29.263674 22.06787 18.594467 0.84260374 0.7541045 4.3541145 12.0
 42.950695 35.809566 17.081512 0.47700977 0.83373654 0.47700977 5.2
 44.826454 31.015005 25.845219 0.8333134 0.6918907 4.464946 14.0
 29.347061 17.591717 15.557367 0.8843575 0.59943706 5.7252107 15.6
 19.966082 12.306197 9.835369 0.79922086 0.6163552 4.436542 10.705882
 40.679317 28.65401 22.794838 0.79551995 0.7043877 2.4115024 11.555555
 44.65281 32.886963 30.603369 0.9305624 0.7365038 10.916554 18.0
 24.089617 18.26234 17.302923 0.9474647 0.75810003 4.309406 10.4
 29.859585 24.52777 19.671745 0.80201936 0.82143706 5.6864023 12.0
 48.34123 31.264412 24.827448 0.7941121 0.64674425 2.4145305 14.444445
 45.48302 33.635647 31.62977 0.94036454 0.73952097 10.804068 17.0
 40.815437 32.913372 23.735733 0.7211578 0.8063952 1.9706225 9.75
 44.747314 31.37587 26.522982 0.8453306 0.70117885 4.4783874 16.0
 43.056503 29.843363 27.017721 0.9053176 0.6931209 6.542712 10.705882
 25.967775 17.202478 14.438599 0.83933246 0.66245484 4.5250015 15.166667
 28.392612 25.863129 22.557436 0.8721851 0.9109105 2.3866787 8.666667
 42.44609 33.340023 27.971453 0.83897525 0.7854675 4.2513533 8.666667
 39.912975 33.265778 27.3636 0.8225751 0.8334577 2.406175 8.666667
 24.470034 18.135065 16.557722 0.91302246 0.7411132 8.738441 14.857142
 28.392786 25.365168 16.536104 0.65192175 0.8933666 4.4840183 9.75
 18.494148 17.188301 13.728823 0.7987307 0.9293913 5.6365504 9.75
 19.836407 15.26074 13.073805 0.85669535 0.7693298 11.43299 12.0
 23.734434 19.183165 15.671573 0.81694406 0.80824196 19.221252 14.3
 34.345654 17.883781 10.819085 0.6049663 0.5207 6.506942 16.545454
 19.078747 13.341496 11.346947 0.85050035 0.69928575 12.947119 13.393939
 26.78951 19.914122 17.71227 0.8894327 0.74335515 26.362196 15.096774
 23.293873 16.485386 14.955398 0.9071913 0.70771337 8.211247 15.6
 41.910465 38.943634 28.556227 0.73327065 0.9292103 1.5698663 7.428571
 26.96656 12.623807 8.9162 0.70630044 0.46812817 12.069965 13.0
 28.259714 22.277164 19.418602 0.8716819 0.78830117 8.086026 14.181818
 41.954304 36.224926 27.66815 0.7637876 0.8634377 2.1659415 5.7777777
 27.134424 18.658493 14.611322 0.7830923 0.6876318 5.32751 15.6
 25.173758 17.131144 15.467073 0.9028628 0.680516 8.678441 14.695652
 31.952415 22.336721 20.71202 0.9272632 0.69906205 10.9878845 18.0
 38.91814 26.673317 20.931189 0.7847238 0.6853698 2.458584 13.0
 26.852709 18.845657 13.365862 0.7092276 0.7018159 4.4659343 14.0
 40.56408 33.312454 21.522732 0.64608663 0.82123035 1.0551673 4.3333335
 29.151876 18.34441 15.073174 0.82167673 0.6292703 31.289097 13.168831
 23.383915 21.068182 16.951216 0.80458844 0.90096897 6.4217405 13.764706
 30.949722 23.946787 18.873285 0.78813434 0.7737319 1.8696644 9.75
 31.855495 17.767376 15.700057 0.8836453 0.55774915 7.5791163 18.571428
 25.698723 19.151955 18.006916 0.940213 0.7452493 20.898779 13.565217
 41.230965 22.899746 19.191261 0.8380556 0.5554017 7.1770573 15.052631
 23.602211 21.96259 18.878286 0.85956556 0.930531 6.558788 7.647059
 46.410805 35.061516 26.118204 0.74492514 0.75546026 2.8151965 2.6
 30.738834 21.912918 19.953571 0.9105849 0.71287405 7.1326523 13.684211
 33.12463 22.805983 16.26864 0.7133497 0.6884902 2.0268106 3.25
 27.30524 20.390493 16.732656 0.82061064 0.74676114 4.5252786 8.0
 0.0053447355 32.454487 23.95907 19.476503 0.8129073 0.73823607 161.452 12.308748 29.603323 22.172516 18.300692 0.8356845 0.7403171 134.9777 13.281385  9355.0
