 14.445781 7.240862 5.6106544 0.77486 0.50124407 9.387576 21.125
 5.976929E-5 14.445781 7.240862 5.6106544 0.77486 0.50124407 67.974144 21.125 0.0 0.0 0.0 0.0 0.0 0.0 0.0  16731.0
