 54.00867 35.679718 25.91161 0.726228 0.6606294 1.1235268 4.3333335
 41.58778 28.597694 20.757227 0.7258357 0.68764657 5.2623105 13.764706
 44.569332 31.782743 28.165442 0.88618666 0.71310794 6.046535 16.82353
 43.9078 28.071245 24.8895 0.8866546 0.6393225 3.6350899 11.818182
 44.01463 30.149141 28.167248 0.9342637 0.68498 8.279245 17.333334
 36.024677 24.62972 19.59646 0.7956428 0.68369025 3.8166163 9.454545
 45.307175 29.82128 28.312973 0.94942176 0.6582021 22.56334 15.918367
 29.998495 22.115957 18.666983 0.8440504 0.73723555 3.7202718 7.090909
 26.960165 14.833365 10.518721 0.70912564 0.55019563 20.101982 16.466667
 37.26605 24.200916 16.53402 0.6831981 0.64940923 3.2130938 11.818182
 45.03237 29.781277 24.871809 0.83514917 0.6613304 3.3824182 9.454545
 40.733616 32.275604 19.950096 0.6181169 0.7923579 2.060739 11.555555
 47.042416 28.52311 22.477318 0.78803885 0.6063275 2.8329952 10.4
 44.217197 28.783516 20.230017 0.7028334 0.65095747 3.8013167 10.833333
 48.049225 27.810438 19.377884 0.6967846 0.5787906 1.5043632 11.142858
 39.221153 25.338705 20.637184 0.814453 0.64604694 2.4252477 5.7777777
 29.457586 21.06549 17.647959 0.83776635 0.71511257 3.767658 11.818182
 27.896797 15.036162 10.133836 0.6739642 0.53899246 32.63255 16.732674
 41.311428 27.574419 23.006422 0.8343393 0.6674768 2.6967735 11.555555
 20.466799 18.441914 16.778452 0.90979993 0.9010648 3.0393155 2.6
 20.759357 18.163769 15.862864 0.87332445 0.87496775 3.4818246 7.090909
 0.0032164191 38.468224 25.841722 20.594954 0.7969652 0.671768 151.6162 11.13253 41.58778 28.071245 20.637184 0.8343393 0.6674768 94.00219 11.555555  6529.0
