 33.911484 23.634327 12.460249 0.5272098 0.6969417 6.7560453 13.0
 1.6297262E-4 33.911484 23.634327 12.460249 0.5272098 0.6969417 159.67459 13.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  6136.0
